ISIN,CH0011105639,CH0022635152,CH0022635194,CH0022635210,CH0022635301,CH0022647017,CH0022647256,CH0022647405,CH0022647835,CH0022647934,CH0022652785
SYMBOL,SNSPI,C0001T,C1000T,C2000T,C3000T,C4000T,C5000T,C6000T,C7000T,C8000T,C9000T
NAME,SWX New SPI Index TR,SPI ICB Industry 0001 Oil & Gas Total Return,SPI ICB Industry 1000 Basic Materials Total Return,SPI ICB Industry 2000 Industrials Total Return,SPI ICB Industry 3000 Consumer Goods Total Return,SPI ICB Industry 4000 Health Care Total Return,SPI ICB Industry 5000 Consumer Services Total Return,SPI ICB Industry 6000 Telecommunications Total Return,SPI ICB Industry 7000 Utilities Total Return,SPI ICB Industry 8000 Financials Total Return,SPI ICB Industry 9000 Technology Total Return
INDEX TYPE,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return
DATE,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
20.05.2014,1691.02,172.93,2370.66,1686.91,3709.13,1985.5,1836.66,1719.76,1717.78,845.44,485.52
19.05.2014,1692.12,173.44,2366.2,1681.3,3710.27,1995.45,1827.19,1718.19,1731.42,842.94,477.47
16.05.2014,1697.34,172.27,2370.71,1677.53,3731.74,2004.26,1806.81,1704.03,1719.26,845.69,479.41
15.05.2014,1691.6,170.93,2378.77,1685.16,3716.23,1991.37,1804.33,1702.45,1717.98,842.52,484.05
14.05.2014,1690.14,177,2375.94,1707.56,3659.62,1978.2,1844.53,1686.72,1744.03,854.82,494.48
13.05.2014,1678.99,175.53,2390.28,1707.34,3640.46,1949.3,1840.11,1677.28,1742.43,853.78,493
12.05.2014,1678.52,175.2,2380.23,1707.07,3654.59,1942.66,1848.24,1691.44,1712.26,853.86,493.23
09.05.2014,1669.33,174.62,2365.38,1681.72,3630.29,1938.89,1848.27,1669.41,1727.01,851.25,479.7
08.05.2014,1660.87,174.6,2355.47,1672.82,3604.53,1921.73,1841.24,1650.53,1707.11,854.4,483.2
07.05.2014,1652.71,174.22,2337.42,1668.4,3601.37,1907.58,1837.82,1658.4,1720.75,847.74,480.05
06.05.2014,1649.12,174.01,2310.24,1676.61,3565.67,1907.83,1835.68,1683.57,1720.9,847.79,483.57
05.05.2014,1651.89,175.61,2313.75,1684.28,3569.06,1910.66,1848.49,1688.29,1717.4,847.39,488.64
02.05.2014,1655.64,173.37,2323.81,1685.63,3573.98,1914.8,1866.15,1682,1738.48,852.43,488.08
30.04.2014,1659.15,173.55,2313.79,1681.32,3597.58,1918.71,1875.98,1683.57,1685.35,853.05,493.53
29.04.2014,1651.48,176.1,2301.14,1686.22,3570.61,1903.1,1864.01,1670.98,1685.3,851.75,492.1
28.04.2014,1641.59,175.63,2283.38,1709.6,3552.1,1883.62,1864.21,1642.66,1697.29,841.45,477.98
25.04.2014,1639.5,172.64,2287.03,1706.94,3548.12,1884.01,1849.77,1647.38,1695.65,838.67,487.24
24.04.2014,1644.88,162.69,2301.32,1717.63,3562.64,1888.82,1863.08,1650.53,1667.23,845.04,490.12
23.04.2014,1649.31,161.87,2307.56,1711.6,3555.83,1910.45,1860.45,1645.81,1664.26,843.82,498.07
22.04.2014,1652.32,159.28,2313.83,1717.18,3564.02,1913.73,1833.7,1645.81,1667.2,846.46,498.56
17.04.2014,1633.66,157.32,2302.58,1692.73,3556.46,1884.51,1794.45,1648.96,1639.15,833.86,481.86
16.04.2014,1622.96,156.16,2280.27,1679.33,3529.46,1876.9,1789.44,1641.09,1670.79,827.16,475.63
15.04.2014,1613,153.87,2242.51,1664.1,3524.81,1860.22,1764.39,1625.35,1652.06,826.01,468.25
14.04.2014,1617.73,153.61,2248.93,1667.72,3528.42,1868.2,1766.7,1628.5,1650.33,829.11,476.09
11.04.2014,1608.1,150.4,2237.07,1683.47,3470.56,1847.88,1783.26,1623.78,1625.81,833.63,485.91
10.04.2014,1631.47,152.79,2274.02,1707.45,3496.07,1882.41,1813.82,1631.65,1671.02,847.41,496.24
09.04.2014,1630.46,155.15,2254.54,1716.51,3496.48,1873.59,1804.25,1622.21,1674.81,849.34,492.32
08.04.2014,1630.25,156.46,2267.36,1708.45,3490.72,1880.74,1797.5,1606.47,1677.22,847.17,483.25
07.04.2014,1629.04,155.4,2261.14,1719.28,3449.85,1885.36,1817.81,1604.96,1663.07,849.56,494.48
04.04.2014,1647.6,159.95,2267.06,1733.79,3470.25,1914.58,1843.29,1601.95,1684.32,861.1,505.95
03.04.2014,1645.93,156.85,2266.03,1715.17,3474.17,1918.59,1852.42,1603.46,1677.27,859.95,508.72
02.04.2014,1643.65,157.38,2259.67,1710.27,3468.34,1917.85,1853.04,1601.95,1681.4,858.52,502.73
01.04.2014,1634.15,155.42,2246.82,1704.15,3421.84,1912.43,1839.84,1612.51,1678.96,856.43,498.45
31.03.2014,1632.97,155.74,2242.78,1691.13,3427.69,1923.08,1838.36,1638.15,1631.32,847.34,496.56
28.03.2014,1618.37,156.41,2247.77,1679.13,3412.39,1894.63,1833.86,1630.61,1577.84,838.81,495.19
27.03.2014,1609.7,153.16,2235.42,1662.92,3409.17,1880.11,1828.53,1615.52,1546.02,836.43,498.72
26.03.2014,1610.6,153.66,2245,1660.04,3404.46,1884.09,1832.44,1611,1547.16,837.53,493.4
25.03.2014,1602.69,152.72,2211.45,1644.08,3373.75,1887.79,1816.93,1597.42,1541.01,832.93,487.63
24.03.2014,1583.91,151.22,2182.47,1633.17,3328.15,1861.36,1812.33,1583.85,1552.6,824.75,487.01
21.03.2014,1601.44,153.06,2175.02,1655.42,3339.48,1894.01,1833.3,1589.88,1545.28,833.36,502.11
20.03.2014,1596.07,152.25,2175.36,1651.17,3325.45,1878.52,1837.3,1577.81,1553.66,837.31,503.46
19.03.2014,1591.17,149.18,2175.56,1650.41,3333.14,1868.85,1847.99,1579.32,1544.22,830.91,503.18
18.03.2014,1593.49,147.63,2184.36,1653.71,3346.87,1871.11,1847.53,1573.29,1542.74,830.36,501.1
17.03.2014,1578.16,145.49,2173.77,1639.03,3313.34,1852.56,1813.24,1567.25,1534.58,822.52,495.98
14.03.2014,1567.28,143.93,2157.61,1617.68,3308.43,1838.49,1807.44,1544.63,1541.89,816.46,486.7
13.03.2014,1584.27,145.36,2164.19,1637.7,3339.95,1850.12,1825.85,1547.64,1539.28,834.13,491.94
12.03.2014,1602.92,150.65,2187.93,1662.69,3379.75,1872.16,1830.6,1573.29,1554.02,840.31,494
11.03.2014,1613.44,155.57,2210.33,1663.96,3408.2,1884.2,1854.29,1568.76,1531.85,844.33,501.92
10.03.2014,1614.91,154.07,2219.66,1664.95,3423.08,1880.49,1874.7,1574.8,1545.54,845.6,500.06
07.03.2014,1617.73,156.48,2233.57,1669.43,3435.17,1877.98,1892.67,1570.27,1546.08,846.84,502.14
06.03.2014,1636.55,158.64,2249.51,1687.37,3455.97,1912.11,1906.12,1580.83,1550.81,854.77,509.04
05.03.2014,1623.03,157.57,2240.81,1670.24,3454.31,1886.1,1883.98,1573.29,1545.87,847.66,498.08
04.03.2014,1618.66,155.46,2220.65,1664.91,3452.54,1883.59,1867,1568.76,1545.67,843.75,495.17
03.03.2014,1588.1,151.41,2192.4,1629.77,3400.39,1841.18,1843.67,1540.1,1525.78,829.7,482.18
28.02.2014,1624.66,153.92,2180.96,1661.99,3449.06,1904.66,1881.29,1571.78,1564.04,849.17,495.04
27.02.2014,1622.1,152.61,2184.81,1654.48,3448.54,1906.82,1863.91,1562.73,1564.25,844.48,492.92
26.02.2014,1623.22,156.77,2192.3,1662.83,3461.38,1900.26,1861.73,1573.29,1564.55,842.61,493.53
25.02.2014,1617.81,151.8,2199.22,1652.17,3453.57,1890.1,1852.33,1576.3,1559.88,844.64,489.35
24.02.2014,1613.99,153.81,2204.62,1648.76,3444.44,1879.47,1842.98,1571.78,1560.21,845.74,486.91
21.02.2014,1603.83,151.16,2198.67,1638.79,3421.5,1865.64,1832.57,1556.69,1561.07,842.37,487.64
20.02.2014,1595.22,150.53,2199.92,1634.57,3405.65,1846.97,1826.1,1558.2,1559.17,841.05,481.96
19.02.2014,1601.34,150.18,2217.31,1654.65,3411.99,1847.49,1833.4,1559.71,1565.37,846.51,489.19
18.02.2014,1601.75,146.28,2211.65,1643.35,3410.9,1854.73,1832.8,1555.19,1552.14,849.37,479.71
17.02.2014,1601.82,148.98,2205.94,1646.33,3427.13,1848.91,1841.13,1529.54,1560.34,847.27,483.43
14.02.2014,1601.28,149.54,2185.31,1645.72,3424.55,1851.94,1832.18,1525.02,1544.66,846.31,481.62
13.02.2014,1595.15,149.3,2199.13,1636.56,3431.75,1832.55,1817.89,1528.03,1553.04,845.5,476.38
12.02.2014,1596.94,148.45,2189.74,1651.5,3465.95,1822.97,1821.38,1523.51,1562.4,843.3,478.47
11.02.2014,1589.33,145.66,2192.38,1648.16,3461.72,1811.4,1806.75,1518.98,1550.4,836.59,472.33
10.02.2014,1581.74,143.41,2164.96,1626.37,3472.34,1802.2,1815.76,1511.44,1551.07,830.83,472.44
07.02.2014,1581.01,142.92,2130.13,1632.79,3468.31,1802.92,1824,1511.44,1542.85,830.6,468.66
06.02.2014,1563.2,142.26,2101.64,1617.35,3419.52,1775.17,1807.95,1508.42,1539.82,828.29,467.7
05.02.2014,1543.63,142.58,2075.96,1597.93,3339.43,1763.36,1797.22,1493.34,1543.85,819.41,463.01
04.02.2014,1539.61,142.73,2116.77,1588.25,3309.58,1759.76,1788.12,1482.78,1531.21,820.86,466.61
03.02.2014,1542.44,142.22,2122.37,1589.74,3346.48,1771.74,1784.05,1484.29,1558.59,806.67,467.63
31.01.2014,1558.97,145.93,2149.07,1615.33,3367.4,1780.44,1811.27,1504.5,1557.69,823.29,476.11
30.01.2014,1561.19,144.44,2143.64,1620.53,3362.2,1786,1818.53,1502.09,1554.46,825.65,480.34
29.01.2014,1549.51,147.02,2143.57,1623.31,3372.87,1740.55,1803.78,1490.32,1561.62,825.45,474.96
28.01.2014,1558.6,150.55,2165.7,1630.12,3389.35,1750.56,1815.4,1494.55,1554.17,830.51,474.02
27.01.2014,1546.54,148.75,2126.43,1609,3385.19,1737.86,1789.67,1485.2,1541.34,822.05,465.32
24.01.2014,1559.98,148.63,2172.12,1618.73,3415.73,1757.53,1818.41,1490.02,1547.52,825.14,468.78
23.01.2014,1597.62,153.44,2254.29,1664.69,3484.94,1802.69,1866.01,1493.94,1565.56,842.33,480.44
22.01.2014,1608.9,157.58,2285.21,1672.34,3524.18,1806.64,1885.29,1501.49,1568.56,850.13,466.48
21.01.2014,1612.01,157.99,2278.34,1688.97,3521.72,1808.87,1887.5,1474.94,1558.35,853.08,464.9
20.01.2014,1610.81,158.54,2264.99,1700.15,3502.39,1809.38,1889.5,1477.65,1576.18,852.33,466.32
17.01.2014,1609.95,158.43,2246.99,1699.46,3462.96,1814.17,1884.77,1484.29,1589.32,860.56,462.66
16.01.2014,1604.96,158.39,2238.83,1672.85,3453.66,1816.53,1872.57,1471.62,1575.84,858.27,464.42
15.01.2014,1601.7,159.79,2238.52,1674.18,3435.24,1809.87,1899.54,1484.29,1586,857.92,471.27
14.01.2014,1594.35,158.63,2235.66,1664.68,3417.26,1805.11,1898.46,1473.13,1590.33,852.18,466.56
13.01.2014,1598.83,159.1,2231.29,1666.42,3422.35,1819.19,1893.69,1442.66,1577.8,852.11,463.79
10.01.2014,1590.26,159.81,2239.65,1655.01,3397.07,1814.47,1909.56,1441.75,1562.94,843.13,463.18
09.01.2014,1577.81,159.69,2237.37,1641.65,3364.32,1798.45,1901.57,1428.78,1568.45,837.97,460.33
08.01.2014,1587.03,160.34,2288.34,1648.96,3414.18,1804.72,1892.44,1435.12,1573.6,835.2,460.74
07.01.2014,1581.57,162.08,2289.11,1645.34,3420.05,1792.38,1886.6,1431.5,1559.89,828.91,460.01
06.01.2014,1573.23,161.88,2287.58,1636.97,3421.34,1782.7,1881.94,1421.84,1558.57,817.47,453.63
03.01.2014,1572.97,163.96,2281.37,1647.07,3429.67,1778.99,1876.56,1423.35,1564,813.42,449.58
30.12.2013,1560.47,162.7,2248.65,1638.09,3392.84,1763.53,1861.64,1420.63,1546.14,810.85,441.98
27.12.2013,1563.02,162.47,2249.61,1636.39,3395.93,1767.3,1864.23,1425.46,1539.21,814.21,441.95
23.12.2013,1542.88,159.69,2229.42,1618.5,3363.98,1736.87,1848.07,1410.38,1559.95,804.36,435.93
20.12.2013,1537.41,159.14,2216.47,1605.05,3355.21,1735.92,1845.36,1407.36,1551.84,799.51,430.01
19.12.2013,1526.15,157.03,2204.8,1593,3319.33,1728.13,1839.04,1410.98,1550.19,792.85,429.21
18.12.2013,1500.16,155.43,2179.14,1566.28,3287.91,1685.94,1833.77,1383.23,1562.81,779.07,425.49
17.12.2013,1489.91,156.49,2165.92,1548.36,3288.08,1667.74,1828.43,1379.61,1559.85,773.27,412.33
16.12.2013,1494.5,157.92,2158.37,1554.57,3282.85,1676.73,1827.17,1366.63,1569.01,778.35,410.99
13.12.2013,1488.59,158.12,2154.34,1538.94,3275.11,1676.2,1820.05,1359.09,1544.31,771.15,409.93
12.12.2013,1492.1,158.62,2126.37,1537.93,3297.22,1681.77,1803.39,1371.16,1544.84,771.72,408.5
11.12.2013,1510.75,158.43,2167.42,1556.09,3350.33,1701.45,1799.41,1369.95,1545.84,780.43,410.8
10.12.2013,1513.97,160.55,2178.8,1561.14,3355.85,1702.9,1806.56,1362.71,1548.23,782.3,412.93
09.12.2013,1528.65,161.9,2195.77,1575.75,3387.03,1726.21,1821.15,1366.33,1568.9,786.08,413.47
06.12.2013,1529.24,163.57,2195.4,1571.81,3366,1738.11,1813.5,1369.95,1549.64,785.57,409.98
05.12.2013,1522.05,164.39,2195.79,1562.16,3339.99,1734.2,1822.16,1357.88,1582.69,780.63,403.6
04.12.2013,1525.92,167.27,2180.37,1563.97,3345.23,1738.95,1814.68,1371.46,1584.55,784.51,403.12
03.12.2013,1538,167.65,2197.38,1576.15,3368.82,1759.96,1828.36,1391.67,1611.15,786.13,408.09
02.12.2013,1564.68,168.61,2232.13,1606.75,3417.32,1790.86,1838.53,1401.03,1635.38,804.02,411.8
29.11.2013,1566.3,169.82,2250.35,1610.37,3440.56,1780.84,1841.17,1397.4,1654.7,805.64,412.29
28.11.2013,1565.55,168.86,2240.75,1613.37,3449.04,1774.74,1853.71,1395.29,1663.72,805.76,413.75
27.11.2013,1562.81,169.73,2239.44,1611.15,3442.18,1779.45,1816.77,1395.29,1637.95,798.27,410.28
26.11.2013,1561.9,171.8,2235.57,1602.63,3434.76,1784.92,1810.34,1394.39,1641.25,795.88,411.48
25.11.2013,1571.99,173.14,2250.83,1607.78,3477.65,1796.32,1797.25,1401.63,1645.65,797.14,408.53
22.11.2013,1562.65,174.16,2227.92,1599.32,3450.96,1789.36,1789.85,1394.99,1635.18,790.64,403.7
21.11.2013,1565.47,176.78,2248.2,1594.73,3461.45,1792.79,1784.95,1401.93,1614.96,790.46,405.74
20.11.2013,1568.19,180.85,2280.61,1601.25,3472.84,1785.99,1782.02,1397.1,1640.95,792.79,403.99
19.11.2013,1572.49,181.34,2291.78,1605.8,3485.76,1782.69,1778.65,1410.68,1647.26,799.87,405.58
18.11.2013,1581.96,184.39,2279.31,1619.69,3488.2,1797.89,1794.59,1417.32,1654.31,806.59,407.05
15.11.2013,1577.07,185.43,2288.64,1612.78,3463.03,1794.63,1802.23,1429.99,1658.43,804.48,404.59
14.11.2013,1572.41,185.6,2288.03,1610.5,3440.15,1789.09,1796.31,1425.46,1663.36,804.51,404.06
13.11.2013,1559.74,186.28,2263.4,1596.63,3410.79,1777.24,1778.24,1419.13,1673.07,795.91,402.01
12.11.2013,1565.82,185.76,2284.05,1608.17,3420.49,1779.02,1778,1414,1680.06,802.57,405.23
11.11.2013,1569.05,188.08,2303.49,1618.56,3426.6,1776.47,1778.67,1419.73,1663.75,804.65,409.02
08.11.2013,1560.65,181.16,2284.88,1613.06,3428.62,1765.86,1753.34,1422.14,1685.21,798.22,397.93
07.11.2013,1559.06,177.95,2295.2,1615.38,3435.33,1759.26,1761.06,1426.97,1698.97,797.02,397.01
06.11.2013,1557.73,171.01,2289.65,1614.97,3421.46,1766.77,1747.62,1395.29,1680.38,797.71,394.65
05.11.2013,1544.2,169.5,2300.18,1598.17,3395.49,1753.17,1728.15,1385.34,1684.36,786.66,391.88
04.11.2013,1550.47,168.32,2301.63,1606.45,3418.33,1757.49,1721.93,1394.39,1673.3,790.52,394.63
01.11.2013,1556.13,166.15,2290.04,1598.11,3409.82,1758.89,1721.24,1390.47,1659.01,812.33,397.25
31.10.2013,1558.68,165.76,2300.76,1608.09,3410.81,1756.64,1734.72,1397.1,1663.91,816.29,395.72
30.10.2013,1556.65,164.22,2303.57,1597.75,3408.96,1759.25,1726,1385.04,1666.84,814.22,391.31
29.10.2013,1556.89,165.84,2291.64,1583.37,3419,1756.88,1721.82,1399.82,1632.5,818.3,389.83
28.10.2013,1564.99,165.77,2306.38,1583.32,3420.12,1755.44,1731.34,1396.5,1642.62,839.84,388.79
25.10.2013,1558.23,165.7,2292.88,1584.32,3406.6,1745.92,1716.22,1389.26,1664.46,834.45,392.94
24.10.2013,1555.52,164.02,2280.65,1584.25,3416.94,1736.51,1709,1397.4,1651.99,833.27,393.74
23.10.2013,1552.15,164.94,2282.99,1557.43,3407.05,1733.71,1707.56,1400.12,1652.32,838.3,384.4
22.10.2013,1552,165.73,2257.7,1560.18,3415.46,1723.59,1698.1,1399.21,1650.71,844.45,381.27
21.10.2013,1537.45,163.19,2244.96,1544.87,3391.44,1697.26,1694.87,1401.93,1657.78,841.76,372.98
18.10.2013,1529.62,161.98,2248.19,1527.02,3382.01,1687.48,1680.61,1404.34,1658.98,838.41,366.9
17.10.2013,1519.05,161.05,2250.11,1507.68,3329.7,1692.86,1666.17,1400.72,1663.84,829.48,364.1
16.10.2013,1510.39,160.74,2216.85,1516.07,3255.97,1696.98,1654.09,1370.25,1647.94,827.12,366.19
15.10.2013,1511.22,160.57,2209.93,1524.78,3274.18,1693.09,1663.5,1337.67,1650.65,824.93,368.74
14.10.2013,1501.64,158.16,2232.75,1522.73,3252.49,1682.67,1652.43,1331.03,1662.4,814.82,367.58
11.10.2013,1503.13,157.6,2236.87,1525.67,3270.47,1678.1,1652.69,1327.41,1675.23,815.89,367.82
10.10.2013,1488.18,156.96,2226.46,1520.38,3238.41,1651.66,1640.05,1322.89,1654.28,810.25,364.8
09.10.2013,1470.14,155.76,2209.43,1494.68,3206.4,1637.49,1629.75,1310.82,1651.82,794.46,357.8
08.10.2013,1483.31,156.73,2240.12,1512.44,3231.03,1658.33,1649.56,1308.71,1670.14,796.1,360.47
07.10.2013,1493.76,158.43,2255.17,1515.9,3258.95,1675.93,1648.17,1296.34,1687.35,798.48,361.19
04.10.2013,1503.13,158.36,2258.49,1521.35,3278.59,1685.62,1649.58,1300.26,1664.33,807.48,365.96
03.10.2013,1502.97,156.41,2259.44,1526.82,3275.39,1689.61,1651.57,1291.51,1665.82,804.21,366.88
02.10.2013,1506.81,157.13,2260.93,1532.74,3270.56,1693.12,1659.2,1296.64,1683.58,810.64,364.45
01.10.2013,1522.97,158.73,2283.03,1548.38,3306.47,1717.6,1668.5,1313.54,1691.86,814.82,365.49
30.09.2013,1515.32,154.28,2302.48,1540.43,3302.27,1712.87,1654.34,1311.12,1689.51,803.1,367.21
27.09.2013,1521.19,155.05,2327.58,1549.12,3307.26,1714.7,1665.02,1319.57,1704.53,810,368.52
26.09.2013,1522.3,157.56,2325.03,1551.27,3309.58,1714.49,1649.26,1330.73,1693.78,810.72,366.46
25.09.2013,1521.46,158.11,2332.86,1553.46,3312.38,1706.79,1648.41,1326.51,1697.59,812.13,366.85
24.09.2013,1520.93,157.57,2325.73,1554.87,3318.02,1701.57,1641.24,1313.23,1695.28,814.04,366.18
23.09.2013,1521.7,156.09,2336.72,1552.69,3326.39,1702.47,1630.37,1310.52,1696.48,813.79,366.39
20.09.2013,1530.36,158.65,2336.47,1559.85,3340.96,1714.03,1623.27,1303.88,1713.13,819.89,366.67
19.09.2013,1529,160.51,2349.08,1565.15,3340.86,1698.93,1617.19,1309.92,1708.12,824.41,365.48
18.09.2013,1521.97,163.17,2322.77,1552.81,3297.72,1698.15,1619.4,1299.06,1713.01,824.62,364.77
17.09.2013,1516.07,163.3,2315.04,1549.96,3271.26,1688.86,1614.39,1308.71,1714.24,825.75,365.05
16.09.2013,1518.62,161.8,2308.74,1551.77,3276.22,1693.87,1606.73,1307.2,1697.04,827.88,368.39
13.09.2013,1518.5,162.16,2293.42,1539.99,3263.53,1709.54,1600,1315.35,1686.67,824.15,367.36
12.09.2013,1517.54,163.79,2293.18,1543.73,3235.69,1714.42,1601.9,1311.42,1674.77,824.49,365.13
11.09.2013,1521.19,165.82,2303.87,1547.37,3243.57,1717.55,1596.6,1303.88,1690.87,826.68,361.4
10.09.2013,1519.68,166.65,2328.83,1539.9,3246.01,1714.47,1602.23,1305.69,1692.04,824.02,363
09.09.2013,1500.68,166.56,2307.08,1512.44,3207.03,1694.95,1587.73,1307.8,1674.82,812.22,356.48
06.09.2013,1503,166.89,2306.41,1514.33,3220.12,1702.06,1589.1,1304.79,1682.05,807.87,358.46
05.09.2013,1499.05,166.98,2296.23,1501.12,3206.39,1695.92,1589.93,1315.04,1654.18,811.34,358.5
04.09.2013,1489.08,161.28,2294.24,1490.76,3189.54,1688.29,1584.41,1310.82,1653.47,803.45,349.68
03.09.2013,1486.56,161.69,2284.49,1478.78,3197.46,1683.75,1578.13,1305.09,1645.11,802.71,348.62
02.09.2013,1490.39,162.33,2280.74,1475.37,3213.05,1690.45,1557.25,1299.06,1646.54,804.78,345.53
30.08.2013,1464.09,159.38,2250.16,1456.8,3179.13,1650.95,1540.2,1271.9,1661.49,787.58,339.94
29.08.2013,1466.98,160.13,2238.38,1468.72,3168.78,1655.76,1543.32,1256.82,1628.6,791.75,339.9
28.08.2013,1467.96,159.67,2224.77,1467.65,3173.83,1656.56,1542.84,1245.96,1629.66,794.28,338.03
27.08.2013,1487.88,159.63,2270.42,1485.09,3220.95,1682.9,1558.1,1254.71,1617.82,801.87,344.44
26.08.2013,1513.13,162.16,2301.29,1512.95,3276.41,1705.14,1576.68,1269.49,1634.76,820.4,350.87
23.08.2013,1510.58,161.28,2301.37,1513.54,3259.38,1699.67,1571.84,1268.59,1611.13,823.85,347.92
22.08.2013,1506.88,159,2287.37,1508.22,3262.64,1699.05,1563.92,1265.57,1617.27,817.94,345.84
21.08.2013,1488.13,158.37,2267.18,1491.68,3225.93,1678.63,1554.7,1266.47,1613.8,803.06,342.25
20.08.2013,1496.14,156.29,2275.87,1497.87,3245.37,1688.28,1555.65,1283.37,1620.55,808.82,342.11
19.08.2013,1497.98,158.28,2298.93,1510.4,3251.68,1670.37,1571.01,1290.61,1625.74,818.18,342.79
16.08.2013,1501.58,158.97,2293.93,1521.77,3257.84,1663.29,1561.36,1293.63,1618.3,828.06,340.9
15.08.2013,1505.48,162.41,2295.01,1523.76,3267.38,1674.44,1565.74,1290,1613.79,824.09,339.63
14.08.2013,1522.46,162.25,2304.8,1537.03,3298,1696.24,1567.26,1307.8,1627.4,837.08,343.66
13.08.2013,1514.55,163.16,2306.87,1528.71,3290.55,1685.78,1548.5,1305.99,1633.86,828.91,344.81
12.08.2013,1508.46,159.73,2264.15,1533.13,3279.7,1676.32,1548.27,1300.26,1614.99,827.32,347.35
09.08.2013,1503.87,158.64,2275.14,1531.39,3272.75,1663.45,1545.16,1289.7,1616.89,828.06,346.28
08.08.2013,1499.39,159.73,2283.18,1519.66,3294.89,1651.08,1532.82,1278.54,1618.36,822.18,344.38
07.08.2013,1501.77,159.72,2278.45,1508.02,3341.41,1655.48,1526.73,1283.67,1612.85,815.27,336.74
06.08.2013,1505.65,160.71,2278.25,1515.11,3368.24,1651.16,1522.14,1246.26,1602.34,818.87,337.33
05.08.2013,1502.82,163.06,2292.28,1512.11,3346.49,1640.4,1519.27,1260.74,1617.68,824.57,340.72
02.08.2013,1498.93,161.93,2291.47,1507.12,3341.17,1636.17,1526.13,1259.23,1619.64,821.44,339.16
31.07.2013,1472.98,157.01,2265.65,1487.25,3254.95,1620.7,1511.49,1247.47,1622.58,803.26,335.37
30.07.2013,1471,155.78,2278.07,1490.44,3220.61,1627.22,1508.32,1244.45,1621.2,802.24,336.96
29.07.2013,1470.18,157.02,2277.84,1485.99,3212.67,1637.21,1504.15,1238.72,1636.41,795.76,335.12
26.07.2013,1467.1,157.91,2272.55,1486.4,3202.44,1630.92,1495.49,1226.65,1641.71,796,334
25.07.2013,1478.8,161.98,2271.12,1490.69,3234.01,1647.22,1457.41,1247.47,1640.87,801.27,336.85
24.07.2013,1489.06,163.67,2270.1,1510.03,3248.67,1655.75,1455.38,1251.39,1635.25,810.42,332.86
23.07.2013,1485.16,165.46,2332.05,1509.62,3230.94,1646.07,1452.78,1251.09,1640.66,807.44,331.09
22.07.2013,1491.79,166.79,2343.88,1517.64,3235.74,1654.3,1461.08,1258.33,1643.88,811.73,343.41
19.07.2013,1492.19,164.86,2359.84,1522.69,3245.81,1662.67,1460.39,1260.14,1624.54,801.12,343.83
18.07.2013,1492.72,166.48,2361.22,1519.27,3253.44,1667.48,1459.14,1264.06,1635.18,796.27,344.95
17.07.2013,1490.93,165.53,2345.5,1514.31,3267.49,1675.81,1445.1,1270.09,1634.78,784.28,342.12
16.07.2013,1491.37,163.49,2363.59,1513.41,3264.72,1681.83,1442.51,1265.27,1636.87,781.75,342.22
15.07.2013,1503.61,167.24,2377.91,1519.79,3289.5,1703.67,1441.91,1269.79,1647.9,784.01,344.27
12.07.2013,1500.39,166.75,2372.94,1511.94,3278.81,1707.33,1437.59,1265.87,1646.89,779.35,343.72
11.07.2013,1501.19,167.62,2366.31,1512.31,3291.81,1702.64,1439.97,1268.59,1638.39,780.92,343.69
10.07.2013,1498.08,168.94,2339.23,1503.02,3261.19,1713.18,1428.14,1271.3,1625.84,778.9,338.92
09.07.2013,1493.9,170.41,2330.08,1504.73,3256.26,1701.6,1422.11,1269.49,1615.65,778.09,335.39
08.07.2013,1478.74,167.32,2291.46,1490.97,3222.04,1683.48,1406.21,1254.71,1626.35,772.46,336.63
05.07.2013,1462.97,162.99,2270.17,1474.05,3197.41,1663.22,1394.74,1240.53,1618.36,764.21,337.2
04.07.2013,1471.89,165.3,2281.39,1482.14,3220.92,1672.55,1404.85,1262.25,1615.73,767.69,338.17
03.07.2013,1443.66,159.78,2239.55,1454.52,3159.34,1643.5,1393.05,1256.82,1603.94,750.45,332.69
02.07.2013,1453.55,162.53,2250.95,1458.4,3188.74,1652.77,1403.57,1254.41,1600.06,756.42,335.14
01.07.2013,1454.35,163.02,2231.91,1459.89,3195.52,1647.55,1399.33,1258.63,1606.66,761.23,336.84
28.06.2013,1442.93,161.19,2222.69,1446.07,3163.01,1645.59,1382.73,1247.77,1612,749.51,333.15
27.06.2013,1441.03,160.84,2228.37,1447.57,3148.62,1642.46,1391.34,1233.89,1600.49,750.93,331.27
26.06.2013,1420.33,158.4,2210.13,1432.56,3110.33,1602.68,1385.47,1215.19,1624.62,747.25,328.71
25.06.2013,1393.22,157.17,2147.47,1414.55,3061.9,1559.3,1367.54,1196.48,1620.94,736.74,323.62
24.06.2013,1366.03,152.01,2099.18,1386.82,3006.24,1528.97,1350.82,1177.17,1598.48,722.12,321.5
21.06.2013,1398.36,156.93,2147.26,1421.32,3078.49,1568.36,1381.01,1196.78,1594.45,735.51,328.47
20.06.2013,1411.27,158.4,2146.78,1435.82,3113.01,1580.76,1377.88,1209.15,1609.43,743.9,325.76
19.06.2013,1454,161.65,2220.56,1479.57,3201.59,1633.08,1413.97,1229.37,1628.16,765.67,331.36
