ISIN,CH0011105639,CH0022635152,CH0022635194,CH0022635210,CH0022635301,CH0022647017,CH0022647256,CH0022647405,CH0022647835,CH0022647934,CH0022652785
SYMBOL,SNSPI,C0001T,C1000T,C2000T,C3000T,C4000T,C5000T,C6000T,C7000T,C8000T,C9000T
NAME,SWX New SPI Index TR,SPI ICB Industry 0001 Oil & Gas Total Return,SPI ICB Industry 1000 Basic Materials Total Return,SPI ICB Industry 2000 Industrials Total Return,SPI ICB Industry 3000 Consumer Goods Total Return,SPI ICB Industry 4000 Health Care Total Return,SPI ICB Industry 5000 Consumer Services Total Return,SPI ICB Industry 6000 Telecommunications Total Return,SPI ICB Industry 7000 Utilities Total Return,SPI ICB Industry 8000 Financials Total Return,SPI ICB Industry 9000 Technology Total Return
INDEX TYPE,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return,Total Return
DATE,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close
17.03.2020,2049.87,1000,4287.93,1724.04,4698.36,2780.44,1408.64,2078.05,3305.2,772.61,885.17
16.03.2020,1996.85,1000,4131.33,1693.22,4517.09,2707.05,1427.16,1909.39,3250.35,768.87,883.06
13.03.2020,2036.1,1000,4227.04,1763.89,4562.07,2688.39,1471.66,1897.92,3366.9,833.33,921.49
12.03.2020,2019.62,1000,4137.88,1762.03,4547.83,2641.17,1478.26,1863.21,3337.69,834.02,927.1
11.03.2020,2222.07,1000,4489.95,1953.59,4889.72,2896.62,1696.09,2008.63,3572.74,954.26,1035.36
10.03.2020,2235.37,1000,4513.34,1974.55,4938.03,2904.88,1713.8,2032.36,3645.02,954.37,1070.45
09.03.2020,2239.55,1000,4482.88,1980.39,4988.03,2896.18,1705.64,2073.58,3659.21,952.26,1083.57
06.03.2020,2365.23,1000,4711.31,2112.72,5168.39,3042.41,1829.87,2161.78,3720.67,1039.35,1167.21
05.03.2020,2458.33,1000,4838.02,2190.72,5374.42,3176.56,1857.7,2210.07,3849.26,1075.5,1208.8
04.03.2020,2485.19,1000,4938.17,2238.08,5415.04,3190.13,1915.15,2202.52,3894.99,1097.27,1230.71
03.03.2020,2448.87,1000,4887.54,2234.3,5297.11,3127.77,1933.77,2127.12,3802.56,1092.82,1221.08
02.03.2020,2398.4,1000,4762.82,2202.64,5155.11,3055.57,1897.17,2084.29,3791.56,1082.22,1180.54
28.02.2020,2368.72,1000,4687.47,2181.59,5092.35,3014.32,1885,2039.49,3707.58,1069.62,1166.72
27.02.2020,2456.98,1000,4874.62,2253.07,5237.97,3141.3,1968.54,2112.15,3828.31,1114.95,1216.44
26.02.2020,2529.16,1000,5035.49,2319.42,5391.67,3213.68,2032.04,2183.79,3908.95,1160.06,1264.88
25.02.2020,2522.64,1000,4997.99,2291.18,5394.57,3202.95,2037.87,2199.14,3890.76,1162.79,1246.96
24.02.2020,2573.55,1000,5071.43,2324.54,5453.81,3295.38,2058.57,2244.14,3932.1,1186.75,1281.58
21.02.2020,2667.84,1000,5260.77,2438.11,5622.07,3407.93,2131.1,2260.5,3995.97,1236.52,1342.63
20.02.2020,2678.42,1000,5298.8,2446.8,5643.26,3410.8,2144.2,2267.86,4031.68,1249.11,1347.99
19.02.2020,2699.89,1000,5308.11,2450.3,5652.95,3451.37,2156.08,2271.06,4058.59,1267.11,1369.27
18.02.2020,2672.6,1000,5283.94,2422.04,5572.63,3416.5,2132.81,2271.73,4053.15,1260.46,1361.17
17.02.2020,2679.21,1000,5284.03,2453.24,5593.06,3409.65,2137.57,2257.89,4019.12,1263.53,1376.49
14.02.2020,2671.77,1000,5253.07,2451.39,5581.82,3397.45,2135.87,2254.23,4002.79,1257.45,1394.91
13.02.2020,2659.13,1000,5226.6,2452.98,5462.73,3415.66,2137.47,2247.32,3989.94,1249.68,1392.99
12.02.2020,2662.55,1000,5171.27,2460.75,5562.44,3389.25,2156.38,2256.74,3955.91,1243.75,1409.04
11.02.2020,2667.31,1000,5211.74,2457.62,5608.34,3393.3,2142.88,2245.78,3982.7,1239.56,1405.09
10.02.2020,2654.19,1000,5136.25,2430.83,5641.72,3368.17,2110.98,2225.19,3923.39,1228.21,1403.52
07.02.2020,2644,1000,5139.44,2423.3,5626.33,3353.38,2107.34,2214.5,3963.35,1221.49,1396.89
06.02.2020,2647.48,1000,5157.2,2447.78,5640.63,3354.3,2120.91,2164.19,3911.17,1216.8,1402.27
05.02.2020,2644.71,1000,5131.79,2459.61,5634.16,3351.85,2125.35,2115.47,3975.75,1211.64,1399.34
04.02.2020,2603.56,1000,5085.83,2411.41,5586.93,3281.98,2100.59,2106.26,3948.05,1194.7,1377.54
03.02.2020,2571.5,1000,5029.55,2379.7,5516.67,3242.63,2077.1,2104.51,3992.65,1180.39,1345.22
31.01.2020,2562.48,1000,5001.03,2378.28,5489.38,3230.78,2062.26,2100.03,3989.18,1177.31,1334.92
30.01.2020,2590.8,1000,5076.86,2401.14,5556.95,3266.98,2086.89,2121.35,3956.8,1187.5,1364.5
29.01.2020,2618.11,1000,5094.66,2437.51,5622.01,3290.91,2101.06,2129.22,3979.63,1201.56,1400.73
28.01.2020,2599.18,1000,5026.9,2418.97,5616.73,3254.72,2090.57,2126.75,3996.89,1193.71,1364.42
27.01.2020,2576.38,1000,4972.08,2403.17,5583.77,3213.81,2087.93,2096.11,3975.15,1184.99,1358.85
24.01.2020,2618.01,1000,5018.3,2470.12,5646.84,3251.37,2125.68,2120,3953.63,1212.48,1399.7
23.01.2020,2608.94,1000,4940.09,2439.95,5616.24,3271.03,2113.28,2095.44,3920.49,1200.93,1381.72
22.01.2020,2630.28,1000,4992.63,2471.92,5650.43,3293.42,2133.84,2110.82,3917.15,1211.46,1410.04
21.01.2020,2626.8,1000,4986.97,2479.19,5628.15,3294.79,2109.32,2102.96,3924.87,1207.53,1401.75
20.01.2020,2614.92,1000,4945.02,2474.36,5578.02,3268.08,2109.43,2090.64,3888.12,1217.53,1378.98
17.01.2020,2611.51,1000,4891.19,2477.13,5589.18,3266.84,2124.61,2078.96,3848.65,1208.52,1363.6
16.01.2020,2577.77,1000,4840.09,2455.32,5488.73,3216.78,2124.22,2077.11,3813.86,1199.49,1373.08
15.01.2020,2571.12,1000,4802,2469.27,5451.02,3212.83,2119.31,2059.61,3739.12,1194.54,1367.9
14.01.2020,2567.13,1000,4819.52,2475.97,5422.48,3192.42,2114.7,2076.8,3718.41,1204.44,1368.88
13.01.2020,2559.84,1000,4795.01,2460.63,5414.57,3190.14,2100.79,2064.19,3487.11,1196.69,1382.88
10.01.2020,2561.59,1000,4802.99,2468.01,5391.93,3199.19,2089.56,2063.26,3433.87,1198.64,1386.83
09.01.2020,2564.41,1000,4798.9,2474.97,5400.32,3196.57,2097.67,2066.87,3441.1,1202.06,1389.94
08.01.2020,2564.18,1000,4815.33,2488.42,5417.2,3182.36,2099.37,2059.36,3398.32,1202.75,1373.56
07.01.2020,2573.18,1000,4834.6,2495.67,5487.2,3186.23,2102.89,2060.95,3351.4,1198.66,1364.48
06.01.2020,2568.2,1000,4838.86,2490.13,5518.46,3177.05,2083.97,2056.16,3323.44,1186.27,1358
03.01.2020,2575.96,1000,4865.17,2499.29,5532.39,3184.02,2091.91,2039.31,3297.4,1192.09,1366.13
30.12.2019,2555.81,1000,4843.29,2490.84,5460.79,3166.11,2070.8,2028.14,3312.38,1180.99,1364.85
27.12.2019,2582.64,1000,4874.64,2513.37,5533.23,3203.53,2096.71,2045.23,3314.79,1187.93,1377.67
23.12.2019,2579.69,1000,4854.92,2503.1,5542.3,3196.93,2081.6,2040.76,3300.25,1187.91,1370.65
20.12.2019,2567.4,1000,4842.11,2491.09,5508.64,3177.77,2056.77,2039.42,3305.25,1187.73,1354.62
19.12.2019,2541.82,1000,4793.09,2475.93,5420.33,3142.33,2062.99,2054.35,3340.48,1182.7,1350.95
18.12.2019,2538.11,1000,4751.58,2481.77,5424.2,3119.9,2056.81,2058.58,3342.62,1186.82,1360.53
17.12.2019,2535.36,1000,4716.73,2484.35,5402.68,3120.89,2062.09,2051.88,3441.72,1185.6,1362.6
16.12.2019,2537.16,1000,4704.76,2490.46,5438.6,3113.91,2063.92,2057.85,3328.4,1181.87,1369.25
13.12.2019,2511.47,1000,4661.5,2466.46,5374.15,3088.05,2050.79,2045.91,3271.5,1167.7,1354.95
12.12.2019,2514.36,1000,4689.33,2460.15,5376.29,3098.17,2065.39,2050.49,3302.81,1170.18,1326.44
11.12.2019,2505.09,1000,4644.24,2435.47,5371.83,3101.98,2064.62,2052.48,3307.62,1156.61,1315.84
10.12.2019,2500.96,1000,4641.88,2418.38,5366.53,3098.85,2045.86,2047.59,3283.44,1157.16,1314.32
09.12.2019,2513.31,1000,4662.21,2421.53,5411.08,3103.49,2058.15,2067.05,3280.26,1166.03,1346.37
06.12.2019,2519.08,1000,4660.04,2429.27,5413.15,3116.49,2052.56,2058.14,3302.37,1166.81,1362.01
05.12.2019,2494.74,1000,4640.87,2409.13,5342.5,3097.74,2032.83,2051.8,3266.82,1151.46,1336.47
04.12.2019,2487.29,1000,4616.94,2396.67,5328.66,3085.86,2035.65,2054.48,3249.07,1151.72,1323.99
03.12.2019,2464.38,1000,4583.32,2365.62,5298.09,3061.11,2024.92,2025.49,3220.8,1135.94,1311.85
02.12.2019,2490.35,1000,4613.64,2385.24,5356.28,3089.86,2028.97,2017.36,3240.99,1153.04,1332.49
29.11.2019,2523.68,1000,4680.8,2405.41,5427.96,3141.6,2043.82,2054.73,3263.48,1164.52,1356.83
28.11.2019,2532.37,1000,4694.76,2418.44,5448.66,3147.48,2056.7,2058.23,3269.57,1169.64,1363.86
27.11.2019,2531.41,1000,4693.28,2426.32,5452.56,3141.59,2050.2,2065.13,3262.11,1167.75,1359.62
26.11.2019,2525.36,1000,4689.77,2427.19,5426.91,3139.69,2060.72,2056.48,3254.1,1162.13,1353.04
25.11.2019,2515.11,1000,4672.55,2413.55,5437.62,3107.69,2049.24,2058.21,3286.02,1162.92,1340.75
22.11.2019,2491.73,0,4644.87,2387.78,5379.79,3074.17,2041.3,2047.75,3266.29,1158.41,1321.52
21.11.2019,2485.89,0,4606.81,2379.17,5375.94,3073.91,2032.76,2042.54,3327.93,1150.48,1310.58
20.11.2019,2496.1,0,4624.77,2381.52,5430.35,3078.68,2025.92,2057.07,3362.93,1154.42,1308.9
19.11.2019,2490.69,0,4637.82,2378.99,5416.43,3065.57,2035.33,2051.4,3321.31,1156.03,1298.22
18.11.2019,2488.55,0,4627.01,2376.17,5423.58,3062.52,2040.94,2048.61,3338.22,1151.85,1299.66
15.11.2019,2480.79,0,4615.85,2380.81,5404.04,3038.92,2043.1,2032.6,3310.95,1154.5,1301.23
14.11.2019,2462.84,0,4554.38,2358.36,5369.16,3022.48,2021.08,2023.6,3276.04,1144.39,1281.88
13.11.2019,2477.94,0,4597.57,2363.53,5414.71,3045.54,2016.44,2036.85,3254.49,1148.28,1281.47
12.11.2019,2479.45,0,4592.06,2372.43,5379.04,3042.43,2018.78,2048.03,3255.95,1161.39,1285.71
11.11.2019,2479.77,0,4575.76,2364.36,5411.32,3038.19,2032.55,2034.8,3294.32,1158.34,1292.83
08.11.2019,2478.89,0,4604.99,2371.09,5415.71,3026.92,2030.9,2040.52,3309.14,1159.79,1288.38
07.11.2019,2481.99,0,4623.2,2375.16,5452.96,3005.27,2031.14,2041.96,3247.12,1168.68,1304.71
06.11.2019,2478.64,0,4600.41,2361.79,5476.92,3012.32,2008.41,2052.99,3328.95,1154.93,1284.52
05.11.2019,2468.43,0,4616.05,2359.34,5435.82,3000.21,1995.09,2027.19,3308.04,1152.16,1284.69
04.11.2019,2481.81,0,4643.23,2351.56,5475.92,3036.09,1966.87,2030.8,3327.12,1150.03,1283.87
01.11.2019,2463.05,0,4613.86,2320.5,5475.75,3016.09,1969.06,2012.17,3312.66,1132.44,1256.08
31.10.2019,2456.18,0,4622.93,2308.82,5478.64,3006.42,1967.73,2001.81,3345.4,1125.74,1253.65
30.10.2019,2465.82,0,4634.01,2315.29,5500.15,3017.69,1980.73,1987.76,3358.67,1132.08,1261.24
29.10.2019,2462.71,0,4632.19,2315.46,5445.03,3016.41,1982.23,1989.31,3339.22,1141.41,1268.32
28.10.2019,2457.67,0,4624.25,2309.05,5430.32,3006.5,1968.89,2008.3,3361.04,1140.54,1294.3
25.10.2019,2450.09,0,4611.93,2290.18,5426.69,3003.4,1955.3,2011.24,3351.23,1132.49,1291.86
24.10.2019,2431.25,0,4589.54,2262.94,5388.76,2974.51,1949.49,2013.04,3403.23,1130.47,1263.17
23.10.2019,2409.68,0,4567.58,2229.87,5329.46,2952.32,1936.91,2039.94,3404.69,1125.05,1231.29
22.10.2019,2410.01,0,4552.76,2213.96,5322.84,2963.39,1932.85,2039.15,3411.42,1125.86,1235.77
21.10.2019,2405.52,0,4559.31,2216.46,5303.18,2949.56,1924.95,2016.42,3416.5,1128.05,1266.1
18.10.2019,2401.46,0,4567.46,2182.52,5339.06,2956.79,1917.99,2016.52,3373.33,1115.85,1242.13
17.10.2019,2413.23,0,4617.69,2186.8,5384.26,2964.61,1921.32,2003.73,3389.51,1119.58,1288.64
16.10.2019,2425.56,0,4637.04,2189.68,5470.36,2955.37,1919.69,2016.7,3406.32,1121.03,1390.46
15.10.2019,2428.99,0,4650.39,2184.16,5462.62,2973.45,1921.58,2024.67,3383.6,1121.66,1372.27
14.10.2019,2412.54,0,4566.27,2159.47,5461.38,2953.49,1904.68,2011.89,3392.42,1109.01,1352.79
11.10.2019,2424.55,0,4589.16,2170.28,5488.23,2965.62,1908.67,2023.28,3373.52,1115.95,1368.33
10.10.2019,2399.92,0,4509.34,2123.41,5507.07,2935.69,1879.03,2005.55,3344.78,1093.8,1329.5
09.10.2019,2385.63,0,4425.8,2097.1,5495.56,2926.19,1873.64,1983.61,3370.52,1081.75,1322.26
08.10.2019,2378.07,0,4417.05,2096.14,5470.48,2914.74,1875.27,1983.13,3405.23,1080.32,1308.27
07.10.2019,2404.05,0,4464.91,2129.18,5509.84,2955.24,1887.66,1989.86,3400.61,1088.81,1326.71
04.10.2019,2383.12,0,4414.74,2109.39,5465.02,2927.58,1859.92,1988.35,3419.14,1080.05,1316.87
03.10.2019,2365.69,0,4365.63,2090.14,5429.58,2901.63,1853.56,1961.47,3363.7,1076.52,1304.22
02.10.2019,2362.86,0,4344.16,2102.67,5399.01,2889.91,1857.25,1961.47,3397.25,1083.85,1295.76
01.10.2019,2407.61,0,4439.2,2156.12,5469.32,2949.01,1889.37,1970.85,3438.88,1105.01,1341.01
30.09.2019,2435.49,0,4469.78,2176.93,5564.83,2978.6,1904.97,1966.74,3433.51,1115.31,1346.86
27.09.2019,2426.57,0,4448.89,2163.66,5539.59,2969.25,1899.4,1979.37,3412.89,1112.18,1352.33
26.09.2019,2420.46,0,4451.71,2157.6,5541.84,2956.26,1884.25,1966.37,3341.17,1109.86,1336.02
25.09.2019,2398.46,0,4417.57,2143.44,5492.54,2922.84,1883.02,1947.62,3351.06,1100.97,1332.39
24.09.2019,2417.18,0,4421.78,2164.29,5559.52,2943.04,1884.63,1966.28,3339.71,1103.72,1343.37
23.09.2019,2414.8,0,4433.6,2172.67,5514.4,2938.52,1867.81,1963.2,3340.53,1111.95,1341.84
20.09.2019,2426.28,0,4456.95,2200.29,5490.07,2958.24,1885.44,1973.51,3390.98,1120.17,1369.43
19.09.2019,2429.25,0,4467.09,2209.44,5531.4,2943.17,1894.49,1957.2,3377.74,1121.67,1382.55
18.09.2019,2419.52,0,4477.63,2202.95,5512.13,2934.71,1872.29,1948.47,3387.39,1112.31,1378.71
17.09.2019,2416.5,0,4462.06,2196.34,5537.53,2922.77,1873.24,1953.85,3369.1,1109.44,1363.06
16.09.2019,2403.59,0,4451.92,2204.45,5472.03,2893.22,1881.36,1954.67,3337.79,1116.63,1355.86
13.09.2019,2423.06,0,4479.55,2221.3,5528.99,2910.66,1898.67,1955.53,3347.93,1126.85,1371.76
12.09.2019,2438.73,0,4500.84,2208.23,5679.61,2916.54,1890.66,1962.72,3377.47,1119.91,1363.17
11.09.2019,2438.71,0,4476.45,2205.4,5665.83,2923.16,1894.01,1946.47,3369.64,1121.93,1357.72
10.09.2019,2421.74,0,4416.41,2183.03,5627.5,2908.98,1883.5,1929.68,3444.38,1114.24,1324.94
09.09.2019,2436.76,0,4387.98,2172.04,5710.22,2942.12,1875.35,1932.08,3465.61,1104.47,1358.87
06.09.2019,2442.18,0,4374.68,2144.65,5795.19,2958.82,1865,1945.34,3470.38,1089.78,1355.34
05.09.2019,2421.23,0,4312.66,2127.31,5732.02,2932.92,1860.09,1947.56,3423.9,1083.58,1356.47
04.09.2019,2403.39,0,4257.07,2095.41,5716.95,2926.79,1846.7,1954.03,3484.43,1063.17,1324.57
03.09.2019,2391.45,0,4238.84,2079.44,5655.89,2932.58,1834.63,1964.19,3480.62,1056.31,1293.66
02.09.2019,2407.2,0,4250.99,2095.75,5706.55,2950.36,1852.62,1965.43,3081.94,1061.86,1291.3
30.08.2019,2401.2,0,4271.03,2093.16,5685.8,2943.62,1857.7,1960.05,3090.95,1057.29,1306.52
29.08.2019,2385.06,0,4212.32,2071.4,5651.83,2921.82,1840.99,1948.5,3092.61,1055.2,1281.41
28.08.2019,2365.81,0,4141.34,2038.44,5598.56,2914.06,1840.33,1932.59,3050.69,1045.36,1255.18
27.08.2019,2372.7,0,4130.43,2042.3,5594.1,2929.57,1831.73,1922.22,3029.78,1050.41,1279.51
26.08.2019,2355.13,0,4124.82,2034.04,5549.71,2890.84,1836.23,1903.13,3010.85,1051.94,1278.29
23.08.2019,2363,0,4139.43,2040.89,5547.95,2913.61,1832.88,1898.78,3025.7,1052.88,1279.55
22.08.2019,2375.42,0,4159.07,2056.85,5573.54,2925.67,1843.18,1914.17,3026.88,1059.49,1292.61
21.08.2019,2385.46,0,4155.13,2060.91,5597.69,2950.08,1839.32,1954.89,3016.74,1055.84,1307.18
20.08.2019,2364.35,0,4132.63,2032.19,5541.74,2927.78,1820.78,1949.43,3000.12,1050.22,1275.21
19.08.2019,2378.7,0,4173.52,2051.61,5589.44,2939.63,1817.11,1956.71,3045.32,1053.3,1291.39
16.08.2019,2354.56,0,4141.27,2023.86,5520.39,2919.42,1801,1943.92,3034.33,1042.22,1265.43
15.08.2019,2325.83,0,4089.49,2002.16,5464.62,2879.51,1772.28,1886.05,2988.17,1029.33,1249.14
14.08.2019,2332.11,0,4103.9,2017.22,5454.83,2897.37,1797.64,1906.36,3006.56,1026.7,1267.77
13.08.2019,2368.09,0,4182.51,2068.85,5492.32,2940.94,1836.33,1933.64,3017.12,1048.39,1308.39
12.08.2019,2363.72,0,4167.06,2054.22,5491.38,2937.83,1847.83,1916.18,3075.19,1046.03,1305.34
09.08.2019,2363.08,0,4176.51,2040.83,5505.65,2927.23,1879.1,1910.31,3107.47,1048.49,1346.53
08.08.2019,2363.48,0,4189.38,2062.28,5479.45,2927.83,1887.13,1931.99,3104.89,1047.13,1360.58
07.08.2019,2316.06,0,4131.14,2038.18,5391.06,2848.1,1875.24,1908.6,3092.61,1027.34,1323.89
06.08.2019,2317.89,0,4091.54,2039.25,5329.16,2881.44,1852.15,1894.89,3051.11,1028.66,1323.71
05.08.2019,2326.88,0,4130.15,2053.24,5348.67,2884.67,1838.86,1897.9,3060.76,1036.2,1333.08
02.08.2019,2376.56,0,4220.78,2104.93,5496.1,2933.87,1863.25,1907.32,3107.83,1053.37,1389.53
31.07.2019,2401.91,0,4253.09,2147.33,5541.88,2951.22,1873.05,1917.73,3088.15,1069.82,1440.77
30.07.2019,2394.46,0,4267.16,2143.35,5525.88,2939.4,1857.68,1909.73,3058.02,1066.01,1444.33
29.07.2019,2410.75,0,4292.96,2155.68,5541.78,2961.09,1872.22,1941.49,3077.22,1080.04,1440.93
26.07.2019,2407.97,0,4264.06,2162.55,5493.19,2978.33,1860.07,1926.51,3076.2,1074.81,1438.68
25.07.2019,2386.25,0,4225.58,2157.52,5408.51,2942.04,1855.8,1907.39,3092.92,1077.21,1427.47
24.07.2019,2392.31,0,4309.45,2165.88,5428.55,2941.62,1863.04,1901.18,3111.26,1081.98,1415.49
23.07.2019,2403.88,0,4316.16,2163.99,5454.3,2958.21,1866.67,1908.66,3146.32,1093.55,1384.42
22.07.2019,2392.11,0,4242.82,2140.32,5424.27,2962.15,1853.04,1912.36,3167.88,1084.04,1346.56
19.07.2019,2394.78,0,4304.29,2143.28,5424.82,2963.74,1844.62,1913.78,3166.22,1087,1342.16
18.07.2019,2407.89,0,4349.64,2132.78,5476.49,2986.18,1829.77,1918.16,3130.08,1090.73,1337.11
17.07.2019,2395.21,0,4423.14,2152.42,5448.47,2937.81,1837.73,1911.65,3170.02,1091,1368.05
16.07.2019,2374.02,0,4420.67,2153.33,5370.38,2902.98,1844.12,1902.37,3176.19,1087.89,1357.2
15.07.2019,2368.08,0,4395.67,2145.99,5376.2,2890.28,1847.05,1918.84,3180.32,1082.91,1360.59
12.07.2019,2356.88,0,4382.31,2137.88,5344.24,2872.53,1843.65,1917.37,3170.35,1081.5,1353.65
11.07.2019,2379.89,0,4326.38,2132.01,5368.97,2944.73,1841.98,1918.81,3176.83,1082.59,1358.59
10.07.2019,2392.68,0,4341.5,2152.7,5391.78,2973.59,1827.13,1920.03,3145.2,1079.81,1350.54
09.07.2019,2397.67,0,4341.71,2160.99,5399.45,2978.78,1824.05,1931.82,3133.35,1083.71,1340.98
08.07.2019,2406.79,0,4374.93,2193.55,5423.25,2973.86,1840.58,1931.17,3119.46,1088.48,1359.66
05.07.2019,2402.86,0,4363.61,2195.32,5364.58,2979.64,1843.55,1938.27,3109.92,1092.33,1355.11
04.07.2019,2424.75,0,4440.27,2238.57,5399.69,3007.01,1844.49,1956.51,3158.82,1096.79,1372.17
03.07.2019,2424.08,0,4452.98,2236.21,5387.1,3017.06,1840.83,1955.13,3155.92,1092.28,1371.93
02.07.2019,2412.64,0,4415.4,2234.1,5375.3,2998.73,1836.48,1942.41,3157.31,1083.51,1363.3
01.07.2019,2400.55,0,4443.79,2230.34,5313.82,2992.42,1823.65,1935.15,3098.98,1076.57,1379.14
28.06.2019,2384.57,0,4446.18,2213.15,5329.24,2952.5,1809.98,1939.69,3092.49,1069.1,1350.31
27.06.2019,2372.09,0,4392.04,2199.38,5304.12,2939.32,1798.48,1932.22,3095.71,1064.03,1324.77
26.06.2019,2365.37,0,4462.77,2193.54,5273.81,2937.18,1772.4,1932.17,3068.31,1059.95,1307.15
25.06.2019,2380.46,0,4485.16,2199.18,5313.17,2974.77,1780.29,1938.25,3120.48,1054.8,1312.37
24.06.2019,2380.21,0,4471.57,2203.89,5319.72,2965.26,1800.97,1940.85,3137.58,1057.34,1311.1
21.06.2019,2385.76,0,4463.86,2211.01,5339.28,2968.95,1811.83,1949.32,3132.17,1059.24,1318.18
20.06.2019,2399.91,0,4479.77,2215.19,5355.94,3004.71,1825.99,1949.96,3150.45,1059.06,1346.37
19.06.2019,2393.86,0,4461.58,2207.87,5311.8,2997.79,1810.51,1949.85,3106,1067.76,1325.58
18.06.2019,2400.15,0,4502.81,2202.46,5359.7,3005,1805.45,1956.79,3123.11,1064.58,1318.65
17.06.2019,2369.04,0,4443.95,2167.97,5310.07,2956.2,1791.5,1946.76,3110.51,1053.56,1296.45
14.06.2019,2367.4,0,4426.93,2173.93,5303.98,2953.06,1802.61,1951.82,3122.04,1051.48,1296.94
13.06.2019,2371.86,0,4419.1,2190.5,5297.28,2953.62,1843.35,1957.55,3140.32,1055.51,1323.26
12.06.2019,2370.98,0,4422.59,2180.92,5327.36,2941.3,1846.6,1954.36,3163.86,1056.1,1325.6
11.06.2019,2365.81,0,4400.65,2190.01,5308.51,2920.43,1847.3,1946.43,3156.24,1060.13,1348.63
07.06.2019,2345.73,0,4359.73,2159.73,5302.42,2890.84,1844.71,1947,3143.75,1048.25,1306.58
06.06.2019,2329.68,0,4310.36,2134.39,5248.65,2883.14,1830.34,1936.97,3152.06,1043.21,1279.33
05.06.2019,2326.41,0,4302.9,2141.86,5249.52,2864.72,1836.66,1925.74,3118.07,1044.83,1295.61
04.06.2019,2309.72,0,4257.09,2121.34,5190.95,2854.72,1821.29,1910.99,3134.53,1039.37,1272.61
03.06.2019,2315.99,0,4253.99,2104.77,5256.13,2873.13,1813.02,1912.32,3134.85,1026.62,1286.31
31.05.2019,2298.4,0,4242.18,2101.37,5173.05,2842.73,1816.66,1890.61,3125.47,1031.73,1295.24
29.05.2019,2299.5,0,4213.63,2109.24,5129.12,2859.44,1830.43,1893.37,3095.28,1033.56,1295.12
28.05.2019,2331.52,0,4252.64,2148.82,5160.2,2907.65,1866.47,1919,3110.99,1048.37,1349.15
27.05.2019,2338.57,0,4290.11,2146.16,5192.43,2917.35,1867.31,1919.89,3142.02,1049.73,1336.44
24.05.2019,2326.54,0,4260.36,2141.45,5162.8,2898.2,1858.79,1907.88,3138.89,1045.92,1333.97
23.05.2019,2310.87,0,4240.66,2137.57,5173.15,2853.92,1852.65,1915.38,3087.96,1037.91,1330.22
22.05.2019,2324.64,0,4262.05,2181.51,5199.11,2844.72,1875.27,1920.66,3056.34,1052.23,1360.62
21.05.2019,2317.03,0,4248.64,2178.27,5172.09,2829.4,1860.54,1926.95,3038.65,1055.51,1345.62
20.05.2019,2305.25,0,4213.98,2160.18,5181.91,2809.15,1836.41,1928.51,3023.98,1049.21,1298.19
17.05.2019,2323.82,0,4274.09,2181.19,5206.42,2836.49,1854.02,1915.3,3025.75,1055.01,1353.26
16.05.2019,2325.33,0,4259.43,2186.2,5207.42,2832.49,1867.25,1905.28,3010.31,1059.09,1367.37
15.05.2019,2283.58,0,4162.7,2155.81,5121.98,2773.84,1848.96,1865.62,2995.65,1040.92,1336.28
14.05.2019,2266.97,0,4124.11,2141.74,5063.98,2759.3,1858.95,1849.77,2949.68,1035.02,1324.15
13.05.2019,2255.85,0,4112.98,2123.4,5058.3,2745.98,1830.45,1835.67,2939.04,1029.35,1286.83
10.05.2019,2282.65,0,4171.87,2165.76,5083.07,2773.42,1869.58,1858.14,2982.76,1046.77,1336.88
09.05.2019,2273.57,0,4189.6,2149.83,5058.07,2765.63,1863.21,1853.39,2973.63,1043.61,1325.61
08.05.2019,2318.8,0,4277.53,2194.61,5140.7,2825.2,1893.89,1867.69,2988.81,1065.42,1369.54
07.05.2019,2308.33,0,4279.65,2191.73,5099.27,2812.11,1897.83,1860.86,2968.57,1063.96,1350.58
06.05.2019,2324.6,0,4312.43,2216.31,5122.29,2829.47,1910.24,1846.89,2971.59,1074.75,1361.36
03.05.2019,2333.71,0,4319.16,2232.87,5107.99,2838.81,1912.95,1850.96,2977.7,1087.04,1387.41
02.05.2019,2330.88,0,4315.31,2231.7,5114.43,2819.68,1908.93,1856.14,3021.32,1092.15,1388.15
30.04.2019,2336.35,0,4343.78,2228.09,5151.26,2822.34,1919.66,1866.04,2984.59,1094.79,1358.39
29.04.2019,2330.5,0,4343.61,2229.6,5129.85,2806.58,1893.93,1885.42,2976.19,1098.55,1345.66
26.04.2019,2327.66,0,4360.15,2222.81,5129.55,2806.07,1895.6,1877.6,2963.46,1094.16,1344.4
25.04.2019,2320.69,0,4340.56,2222.55,5123.17,2787.18,1893.68,1857.67,2979.58,1094.21,1336.73
24.04.2019,2312.5,0,4348.29,2227.78,5131.38,2760.18,1891.81,1856.36,3002.9,1088.07,1345
23.04.2019,2307.62,0,4377.21,2233.56,5135.78,2733.85,1897.56,1874.98,3007.7,1090.43,1337.31
18.04.2019,2285.41,0,4316,2222.13,5075.75,2691.06,1890.23,1862.22,2991.84,1091.05,1330.9
17.04.2019,2288.57,0,4301.7,2210.1,5040.58,2731.42,1885.65,1853.31,2981.56,1086.33,1323.19
